technique,bpIds,cols,seed,breakpointsPerLine,actionsCount,testcase,linesSum,linesDiff,linesDiffByLinesSum
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,50,sunspider-3d-cube,274,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,50,sunspider-3d-morph,216,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,50,sunspider-3d-raytrace,292,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,50,sunspider-access-binary-trees,214,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,50,sunspider-access-fannkuch,218,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,50,sunspider-access-nbody,238,4,0.016807
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,50,sunspider-access-nsieve,28,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,50,sunspider-bitops-3bit-bits-in-byte,212,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,50,sunspider-bitops-bits-in-byte,210,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,50,sunspider-bitops-bitwise-and,10,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,50,sunspider-bitops-nsieve-bits,16,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,50,sunspider-controlflow-recursive,210,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,50,sunspider-crypto-aes,288,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,50,sunspider-crypto-md5,262,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,50,sunspider-crypto-sha1,248,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,50,sunspider-date-format-tofte,264,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,50,sunspider-date-format-xparb,288,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,50,sunspider-math-cordic,224,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,50,sunspider-math-partial-sums,68,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,50,sunspider-math-spectral-norm,216,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,50,sunspider-regexp-dna,348,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,50,sunspider-string-base64,230,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,50,sunspider-string-fasta,222,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,50,sunspider-string-tagcloud,258,0,0.000000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,50,sunspider-string-unpack-code,50,2,0.040000
cascaded-2-pause-locations-resume-no-loops,false,false,0,0.1,50,sunspider-string-validate-input,222,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,100,js-puzzle-10,6,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,100,js-puzzle-11,6,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,100,js-puzzle-1,6,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,100,js-puzzle-2,6,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,100,js-puzzle-3,6,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,100,js-puzzle-4,6,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,100,js-puzzle-5,6,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,100,js-puzzle-6,6,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,100,js-puzzle-7,6,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,100,js-puzzle-8,12,6,0.500000
cascaded-2-pause-locations-resume,false,false,0,0.1,100,js-puzzle-9,6,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,100,manual-bindings,24,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,100,manual-multiline-decls,6,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,100,manual-wtf,32,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,100,sunspider-3d-cube,474,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,100,sunspider-3d-morph,416,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,100,sunspider-3d-raytrace,492,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,100,sunspider-access-binary-trees,414,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,100,sunspider-access-fannkuch,418,28,0.066986
cascaded-2-pause-locations-resume,false,false,0,0.1,100,sunspider-access-nbody,438,31,0.070776
cascaded-2-pause-locations-resume,false,false,0,0.1,100,sunspider-access-nsieve,24,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,100,sunspider-bitops-3bit-bits-in-byte,412,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,100,sunspider-bitops-bits-in-byte,410,2,0.004878
cascaded-2-pause-locations-resume,false,false,0,0.1,100,sunspider-bitops-bitwise-and,10,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,100,sunspider-bitops-nsieve-bits,16,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,100,sunspider-controlflow-recursive,410,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,100,sunspider-crypto-aes,488,13,0.026639
cascaded-2-pause-locations-resume,false,false,0,0.1,100,sunspider-crypto-md5,462,8,0.017316
cascaded-2-pause-locations-resume,false,false,0,0.1,100,sunspider-crypto-sha1,448,8,0.017857
cascaded-2-pause-locations-resume,false,false,0,0.1,100,sunspider-date-format-tofte,464,2,0.004310
cascaded-2-pause-locations-resume,false,false,0,0.1,100,sunspider-date-format-xparb,488,25,0.051230
cascaded-2-pause-locations-resume,false,false,0,0.1,100,sunspider-math-cordic,424,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,100,sunspider-math-partial-sums,68,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,100,sunspider-math-spectral-norm,416,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,100,sunspider-regexp-dna,370,18,0.048649
cascaded-2-pause-locations-resume,false,false,0,0.1,100,sunspider-string-base64,430,99,0.230233
cascaded-2-pause-locations-resume,false,false,0,0.1,100,sunspider-string-fasta,422,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,100,sunspider-string-tagcloud,458,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,100,sunspider-string-unpack-code,234,191,0.816239
cascaded-2-pause-locations-resume,false,false,0,0.1,100,sunspider-string-validate-input,422,45,0.106635
cascaded-2-pause-locations-resume,false,false,0,0.1,10,sunspider-3d-cube,114,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,10,sunspider-3d-morph,56,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,10,sunspider-3d-raytrace,132,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,10,sunspider-access-binary-trees,54,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,10,sunspider-access-fannkuch,58,7,0.120690
cascaded-2-pause-locations-resume,false,false,0,0.1,10,sunspider-access-nbody,78,2,0.025641
cascaded-2-pause-locations-resume,false,false,0,0.1,10,sunspider-access-nsieve,24,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,10,sunspider-bitops-3bit-bits-in-byte,52,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,10,sunspider-bitops-bits-in-byte,50,4,0.080000
cascaded-2-pause-locations-resume,false,false,0,0.1,10,sunspider-bitops-bitwise-and,10,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,10,sunspider-bitops-nsieve-bits,16,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,10,sunspider-controlflow-recursive,50,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,10,sunspider-crypto-aes,128,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,10,sunspider-crypto-md5,102,6,0.058824
cascaded-2-pause-locations-resume,false,false,0,0.1,10,sunspider-crypto-sha1,88,6,0.068182
cascaded-2-pause-locations-resume,false,false,0,0.1,10,sunspider-date-format-tofte,104,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,10,sunspider-date-format-xparb,128,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,10,sunspider-math-cordic,64,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,10,sunspider-math-partial-sums,52,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,10,sunspider-math-spectral-norm,56,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,10,sunspider-regexp-dna,370,18,0.048649
cascaded-2-pause-locations-resume,false,false,0,0.1,10,sunspider-string-base64,70,9,0.128571
cascaded-2-pause-locations-resume,false,false,0,0.1,10,sunspider-string-fasta,62,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,10,sunspider-string-tagcloud,98,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,10,sunspider-string-unpack-code,54,11,0.203704
cascaded-2-pause-locations-resume,false,false,0,0.1,10,sunspider-string-validate-input,62,4,0.064516
cascaded-2-pause-locations-resume,false,false,0,0.1,50,sunspider-3d-cube,274,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,50,sunspider-3d-morph,216,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,50,sunspider-3d-raytrace,292,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,50,sunspider-access-binary-trees,214,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,50,sunspider-access-fannkuch,218,18,0.082569
cascaded-2-pause-locations-resume,false,false,0,0.1,50,sunspider-access-nbody,238,11,0.046218
cascaded-2-pause-locations-resume,false,false,0,0.1,50,sunspider-access-nsieve,24,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,50,sunspider-bitops-3bit-bits-in-byte,212,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,50,sunspider-bitops-bits-in-byte,210,24,0.114286
cascaded-2-pause-locations-resume,false,false,0,0.1,50,sunspider-bitops-bitwise-and,10,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,50,sunspider-bitops-nsieve-bits,16,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,50,sunspider-controlflow-recursive,210,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,50,sunspider-crypto-aes,288,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,50,sunspider-crypto-md5,262,8,0.030534
cascaded-2-pause-locations-resume,false,false,0,0.1,50,sunspider-crypto-sha1,248,8,0.032258
cascaded-2-pause-locations-resume,false,false,0,0.1,50,sunspider-date-format-tofte,264,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,50,sunspider-date-format-xparb,288,25,0.086806
cascaded-2-pause-locations-resume,false,false,0,0.1,50,sunspider-math-cordic,224,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,50,sunspider-math-partial-sums,68,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,50,sunspider-math-spectral-norm,216,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,50,sunspider-regexp-dna,370,18,0.048649
cascaded-2-pause-locations-resume,false,false,0,0.1,50,sunspider-string-base64,230,49,0.213043
cascaded-2-pause-locations-resume,false,false,0,0.1,50,sunspider-string-fasta,222,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,50,sunspider-string-tagcloud,258,0,0.000000
cascaded-2-pause-locations-resume,false,false,0,0.1,50,sunspider-string-unpack-code,134,91,0.679104
cascaded-2-pause-locations-resume,false,false,0,0.1,50,sunspider-string-validate-input,222,22,0.099099
cascaded-3-call-stack,false,false,0,0.1,100,js-puzzle-10,8,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,100,js-puzzle-11,8,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,100,js-puzzle-1,8,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,100,js-puzzle-2,8,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,100,js-puzzle-3,8,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,100,js-puzzle-4,8,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,100,js-puzzle-5,8,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,100,js-puzzle-6,8,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,100,js-puzzle-7,8,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,100,js-puzzle-8,8,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,100,js-puzzle-9,8,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,100,manual-bindings,32,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,100,manual-multiline-decls,8,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,100,manual-wtf,40,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,100,sunspider-3d-cube,676,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,100,sunspider-3d-morph,618,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,100,sunspider-3d-raytrace,694,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,100,sunspider-access-binary-trees,616,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,100,sunspider-access-fannkuch,620,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,100,sunspider-access-nbody,640,6,0.009375
cascaded-3-call-stack,false,false,0,0.1,100,sunspider-access-nsieve,38,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,100,sunspider-bitops-3bit-bits-in-byte,614,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,100,sunspider-bitops-bits-in-byte,612,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,100,sunspider-bitops-bitwise-and,12,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,100,sunspider-bitops-nsieve-bits,20,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,100,sunspider-controlflow-recursive,612,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,100,sunspider-crypto-aes,690,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,100,sunspider-crypto-md5,664,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,100,sunspider-crypto-sha1,650,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,100,sunspider-date-format-tofte,666,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,100,sunspider-date-format-xparb,690,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,100,sunspider-math-cordic,626,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,100,sunspider-math-partial-sums,98,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,100,sunspider-math-spectral-norm,618,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,100,sunspider-regexp-dna,350,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,100,sunspider-string-base64,632,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,100,sunspider-string-fasta,624,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,100,sunspider-string-tagcloud,660,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,100,sunspider-string-unpack-code,67,3,0.044776
cascaded-3-call-stack,false,false,0,0.1,100,sunspider-string-validate-input,624,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,10,sunspider-3d-cube,136,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,10,sunspider-3d-morph,78,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,10,sunspider-3d-raytrace,154,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,10,sunspider-access-binary-trees,76,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,10,sunspider-access-fannkuch,80,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,10,sunspider-access-nbody,100,3,0.030000
cascaded-3-call-stack,false,false,0,0.1,10,sunspider-access-nsieve,38,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,10,sunspider-bitops-3bit-bits-in-byte,74,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,10,sunspider-bitops-bits-in-byte,72,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,10,sunspider-bitops-bitwise-and,12,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,10,sunspider-bitops-nsieve-bits,20,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,10,sunspider-controlflow-recursive,72,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,10,sunspider-crypto-aes,150,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,10,sunspider-crypto-md5,124,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,10,sunspider-crypto-sha1,110,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,10,sunspider-date-format-tofte,126,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,10,sunspider-date-format-xparb,150,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,10,sunspider-math-cordic,86,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,10,sunspider-math-partial-sums,74,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,10,sunspider-math-spectral-norm,78,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,10,sunspider-regexp-dna,350,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,10,sunspider-string-base64,92,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,10,sunspider-string-fasta,84,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,10,sunspider-string-tagcloud,120,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,10,sunspider-string-unpack-code,67,3,0.044776
cascaded-3-call-stack,false,false,0,0.1,10,sunspider-string-validate-input,84,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,50,sunspider-3d-cube,376,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,50,sunspider-3d-morph,318,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,50,sunspider-3d-raytrace,394,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,50,sunspider-access-binary-trees,316,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,50,sunspider-access-fannkuch,320,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,50,sunspider-access-nbody,340,6,0.017647
cascaded-3-call-stack,false,false,0,0.1,50,sunspider-access-nsieve,38,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,50,sunspider-bitops-3bit-bits-in-byte,314,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,50,sunspider-bitops-bits-in-byte,312,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,50,sunspider-bitops-bitwise-and,12,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,50,sunspider-bitops-nsieve-bits,20,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,50,sunspider-controlflow-recursive,312,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,50,sunspider-crypto-aes,390,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,50,sunspider-crypto-md5,364,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,50,sunspider-crypto-sha1,350,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,50,sunspider-date-format-tofte,366,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,50,sunspider-date-format-xparb,390,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,50,sunspider-math-cordic,326,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,50,sunspider-math-partial-sums,98,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,50,sunspider-math-spectral-norm,318,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,50,sunspider-regexp-dna,350,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,50,sunspider-string-base64,332,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,50,sunspider-string-fasta,324,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,50,sunspider-string-tagcloud,360,0,0.000000
cascaded-3-call-stack,false,false,0,0.1,50,sunspider-string-unpack-code,67,3,0.044776
cascaded-3-call-stack,false,false,0,0.1,50,sunspider-string-validate-input,324,0,0.000000
cascaded-4-bindings,false,false,0,0.1,100,js-puzzle-1,0,0,0.000000
cascaded-4-bindings,false,false,0,0.1,100,js-puzzle-10,0,0,0.000000
cascaded-4-bindings,false,false,0,0.1,100,js-puzzle-11,0,0,0.000000
cascaded-4-bindings,false,false,0,0.1,100,js-puzzle-2,0,0,0.000000
cascaded-4-bindings,false,false,0,0.1,100,js-puzzle-3,0,0,0.000000
cascaded-4-bindings,false,false,0,0.1,100,js-puzzle-4,10,1,0.100000
cascaded-4-bindings,false,false,0,0.1,100,js-puzzle-5,0,0,0.000000
cascaded-4-bindings,false,false,0,0.1,100,js-puzzle-6,0,0,0.000000
cascaded-4-bindings,false,false,0,0.1,100,js-puzzle-7,0,0,0.000000
cascaded-4-bindings,false,false,0,0.1,100,js-puzzle-8,0,0,0.000000
cascaded-4-bindings,false,false,0,0.1,100,js-puzzle-9,0,0,0.000000
cascaded-4-bindings,false,false,0,0.1,100,manual-bindings,100,11,0.110000
cascaded-4-bindings,false,false,0,0.1,100,manual-multiline-decls,10,0,0.000000
cascaded-4-bindings,false,false,0,0.1,100,manual-wtf,48,0,0.000000
cascaded-4-bindings,false,false,0,0.1,100,sunspider-3d-cube,3814,0,0.000000
cascaded-4-bindings,false,false,0,0.1,100,sunspider-3d-morph,820,4,0.004878
cascaded-4-bindings,false,false,0,0.1,100,sunspider-3d-raytrace,3468,14,0.004037
cascaded-4-bindings,false,false,0,0.1,100,sunspider-access-binary-trees,1210,102,0.084298
cascaded-4-bindings,false,false,0,0.1,100,sunspider-access-fannkuch,4022,98,0.024366
cascaded-4-bindings,false,false,0,0.1,100,sunspider-access-nbody,2764,30,0.010854
cascaded-4-bindings,false,false,0,0.1,100,sunspider-access-nsieve,78,0,0.000000
cascaded-4-bindings,false,false,0,0.1,100,sunspider-bitops-3bit-bits-in-byte,1216,0,0.000000
cascaded-4-bindings,false,false,0,0.1,100,sunspider-bitops-bits-in-byte,1214,0,0.000000
cascaded-4-bindings,false,false,0,0.1,100,sunspider-bitops-bitwise-and,14,0,0.000000
cascaded-4-bindings,false,false,0,0.1,100,sunspider-bitops-nsieve-bits,28,0,0.000000
cascaded-4-bindings,false,false,0,0.1,100,sunspider-controlflow-recursive,1016,0,0.000000
cascaded-4-bindings,false,false,0,0.1,100,sunspider-crypto-aes,2016,3,0.001488
cascaded-4-bindings,false,false,0,0.1,100,sunspider-crypto-md5,1470,0,0.000000
cascaded-4-bindings,false,false,0,0.1,100,sunspider-crypto-sha1,2107,188,0.089226
cascaded-4-bindings,false,false,0,0.1,100,sunspider-date-format-tofte,8762,101,0.011527
cascaded-4-bindings,false,false,0,0.1,100,sunspider-date-format-xparb,1108,186,0.167870
cascaded-4-bindings,false,false,0,0.1,100,sunspider-math-cordic,1992,0,0.000000
cascaded-4-bindings,false,false,0,0.1,100,sunspider-math-partial-sums,278,0,0.000000
cascaded-4-bindings,false,false,0,0.1,100,sunspider-math-spectral-norm,1238,1,0.000808
cascaded-4-bindings,false,false,0,0.1,100,sunspider-regexp-dna,352,0,0.000000
cascaded-4-bindings,false,false,0,0.1,100,sunspider-string-base64,2010,335,0.166667
cascaded-4-bindings,false,false,0,0.1,100,sunspider-string-fasta,1610,192,0.119255
cascaded-4-bindings,false,false,0,0.1,100,sunspider-string-tagcloud,2440,163,0.066803
cascaded-4-bindings,false,false,0,0.1,100,sunspider-string-unpack-code,84,4,0.047619
cascaded-4-bindings,false,false,0,0.1,100,sunspider-string-validate-input,1514,66,0.043593
cascaded-4-bindings,false,false,0,0.1,10,sunspider-3d-cube,226,0,0.000000
cascaded-4-bindings,false,false,0,0.1,10,sunspider-3d-morph,100,0,0.000000
cascaded-4-bindings,false,false,0,0.1,10,sunspider-3d-raytrace,440,0,0.000000
cascaded-4-bindings,false,false,0,0.1,10,sunspider-access-binary-trees,130,0,0.000000
cascaded-4-bindings,false,false,0,0.1,10,sunspider-access-fannkuch,422,0,0.000000
cascaded-4-bindings,false,false,0,0.1,10,sunspider-access-nbody,180,10,0.055556
cascaded-4-bindings,false,false,0,0.1,10,sunspider-access-nsieve,78,0,0.000000
cascaded-4-bindings,false,false,0,0.1,10,sunspider-bitops-3bit-bits-in-byte,136,0,0.000000
cascaded-4-bindings,false,false,0,0.1,10,sunspider-bitops-bits-in-byte,134,0,0.000000
cascaded-4-bindings,false,false,0,0.1,10,sunspider-bitops-bitwise-and,14,0,0.000000
cascaded-4-bindings,false,false,0,0.1,10,sunspider-bitops-nsieve-bits,28,0,0.000000
cascaded-4-bindings,false,false,0,0.1,10,sunspider-controlflow-recursive,116,0,0.000000
cascaded-4-bindings,false,false,0,0.1,10,sunspider-crypto-aes,252,0,0.000000
cascaded-4-bindings,false,false,0,0.1,10,sunspider-crypto-md5,206,0,0.000000
cascaded-4-bindings,false,false,0,0.1,10,sunspider-crypto-sha1,258,0,0.000000
cascaded-4-bindings,false,false,0,0.1,10,sunspider-date-format-tofte,1010,0,0.000000
cascaded-4-bindings,false,false,0,0.1,10,sunspider-date-format-xparb,192,0,0.000000
cascaded-4-bindings,false,false,0,0.1,10,sunspider-math-cordic,216,0,0.000000
cascaded-4-bindings,false,false,0,0.1,10,sunspider-math-partial-sums,206,0,0.000000
cascaded-4-bindings,false,false,0,0.1,10,sunspider-math-spectral-norm,134,0,0.000000
cascaded-4-bindings,false,false,0,0.1,10,sunspider-regexp-dna,352,0,0.000000
cascaded-4-bindings,false,false,0,0.1,10,sunspider-string-base64,210,0,0.000000
cascaded-4-bindings,false,false,0,0.1,10,sunspider-string-fasta,170,0,0.000000
cascaded-4-bindings,false,false,0,0.1,10,sunspider-string-tagcloud,280,0,0.000000
cascaded-4-bindings,false,false,0,0.1,10,sunspider-string-unpack-code,84,4,0.047619
cascaded-4-bindings,false,false,0,0.1,10,sunspider-string-validate-input,194,0,0.000000
cascaded-4-bindings,false,false,0,0.1,50,sunspider-3d-cube,1614,0,0.000000
cascaded-4-bindings,false,false,0,0.1,50,sunspider-3d-morph,420,0,0.000000
cascaded-4-bindings,false,false,0,0.1,50,sunspider-3d-raytrace,1792,0,0.000000
cascaded-4-bindings,false,false,0,0.1,50,sunspider-access-binary-trees,610,0,0.000000
cascaded-4-bindings,false,false,0,0.1,50,sunspider-access-fannkuch,2022,0,0.000000
cascaded-4-bindings,false,false,0,0.1,50,sunspider-access-nbody,1264,30,0.023734
cascaded-4-bindings,false,false,0,0.1,50,sunspider-access-nsieve,78,0,0.000000
cascaded-4-bindings,false,false,0,0.1,50,sunspider-bitops-3bit-bits-in-byte,616,0,0.000000
cascaded-4-bindings,false,false,0,0.1,50,sunspider-bitops-bits-in-byte,614,0,0.000000
cascaded-4-bindings,false,false,0,0.1,50,sunspider-bitops-bitwise-and,14,0,0.000000
cascaded-4-bindings,false,false,0,0.1,50,sunspider-bitops-nsieve-bits,28,0,0.000000
cascaded-4-bindings,false,false,0,0.1,50,sunspider-controlflow-recursive,516,0,0.000000
cascaded-4-bindings,false,false,0,0.1,50,sunspider-crypto-aes,978,0,0.000000
cascaded-4-bindings,false,false,0,0.1,50,sunspider-crypto-md5,752,0,0.000000
cascaded-4-bindings,false,false,0,0.1,50,sunspider-crypto-sha1,1022,0,0.000000
cascaded-4-bindings,false,false,0,0.1,50,sunspider-date-format-tofte,4454,0,0.000000
cascaded-4-bindings,false,false,0,0.1,50,sunspider-date-format-xparb,608,0,0.000000
cascaded-4-bindings,false,false,0,0.1,50,sunspider-math-cordic,1016,0,0.000000
